label	text_a
1	卢勤 出手 ， 畅销 不 愁 ！
1	5555555555555555
4	我 呸 ！ ！ ！
2	你 不 觉得 我 的 鞋子 太多 了 么 。 。
2	我 很 想 笑 。
2	朝鲜 国防 委员长 金正日 访问 中国 ， 20 日 凌晨 2 时 开始 ， 中 、 北 边境 地带 的 图们市 内 出动 了 1000 多名 公安干警 和 身穿 军装 或 便衣 的 军人 ， 戒备森严 — — 《 联合早报 》   小金 ， 别来 了 吧 ， 弄 得 大家 都 不 安宁 。
0	我 今天 在 # 微盘 手机 签到 # 获得 了 89M 免费 空间 ， 发微博 再 送 50M ， 好运 指数 2 颗星 ， 你 也 来 试试 手气 吧 ~
2	再 吐 槽 下 第二个 点球 , 记者 ： 你 对 米兰 被判 第二个 点球 怎么 看 ？
1	加油 ， 七 。
0	土 :   脾 与 胃 互为 脏腑 表里 ,
1	安妮 公主 的 蕾丝 装 ， 美死 了 ！ ！ ！ [ 发嗲 ] 想学 混 搭 秘籍 ， 就 关注 @ 我 是 混 搭 女王
3	一个 大杯 的 芒果 杏仁 暴风雪 ， 一个 中杯 的 奥利 奥 腰果 暴风雪 ， 一个 甜筒 [ 委屈 ] [ 委屈 ] [ 委屈 ] [ 委屈 ] [ 委屈 ] [ 委屈 ] [ 委屈 ]
1	最初 想着 只用 酱油 就 好 了 ， 结果 最后 还是 涂 了 牛油 ， 就 连 碟子 里面 残留 的 汁 都 想 舔乾净 呢 [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] > > > 小 谗嘴 [ 偷笑 ] [ 偷笑 ] 下面 是 模特儿 示范 啊 啊啊啊 啊啊啊 啊
3	当 我 想起 你 ， 有 一种 绝望 的 灰心 ， 总会 让 街头 某个 相似 背影 ， 惹 得 忍不住 伤心 。
1	他 认为 ， 要 颠覆 传统 思维 ， 传统媒体 受 产权 制约 ， 而 新 媒体 自由度 更高 ， 可以 更好 地 拓展 和 延续 媒体 的 生命 。
0	虽然 我 知道 每天 喝啤酒 对 身体 有 好处 ， 但 对于 我 这个 不会 喝酒 的 人 来说 ， 喝完 一听 我 很快 就 会 犯困 的 ， 这 难道 就是 你 要 的 效果 ？
1	教室 终于 可以 安 空调 了 从 那么 多 的 惊叹号 就 可以 知道 … …
5	但 又 怕 一看 满脑子 都 是 下海 的 小 让 和 小 百合 ....
1	当今 少有 有 知识 爱 学习 的 文艺 好 少年 ！
2	千秋 骚尸 请问 是 ？ 这个 名字 好 可怕
2	宅 在家 吧 ， 强拆 队 叔叔 又 来 拆 你家 房 了 。 。
1	PS 奥迪 就是 硬邦 。
1	哈哈 , 喝醉 了 , 就 呆 在 小镇 不 走 了 .
3	我 第一次 用 还 搓 泥 - - 很杯 具 啊 。 。 。
0	# NAME ?
3	高攀不起 啊 ！ 亲 ！
0	总是 在 冬季 ， 我们 的 年轮 才 更换 着 ； 总是 在 深夜 ， 我们 的 岁月 才 交替 着 ； 总是 有 梦想 ， 我们 的 青春 才 长生 着 。
1	她们 从来不 公开 让 社会 知道 ， 令人尊敬 。
2	摄魂 怪 都 在 我 耳朵 边 吹气 了 ！
1	跟随 有 爱 的 张杰 做 有 爱 的 星星 ， 传递 正 能量 ， @ 张杰   你 是 我们 的 骄傲 。 [ haha ]   [ 赞 ]
1	谢谢你们 对 我 的 支持 喔 [ 耶 ] [ good ]
1	/ / @ 彭园峰 ___ P   咱俩 是 同一个 人 ， 你 猜 我 说 谁 [ 哈哈 ]
1	来 ， 我 帮 你 看看
0	北大 副校长 吁 学生 扶 摔倒 老人 称若 被 讹 校方 帮 打官司 。
2	现在 是 放出 消息 让 人 去 机场 堵 的 时候 吗 ？
1	矮油 ， 都 好久 不曾 半夜 肚子 咕咕 叫 了 ， 这个 现象 真 不好 ！
4	我 靠 ， 190 咯
1	回复 @ 我 是 永邦 : 哈哈 谢谢 我 好 感激 ！ [ 害羞 ]
2	你 自己 留着 吧 ＞ ＜ ~
1	噢 。 莹莹 我爱你
0	我 一 狠心 ， 冲出去 ， 妈呀 ， 暖和 ， 没风 ， 能 坚持 ， 一条 薄 的 不行 的 小 单裤 ， 在 外面 走 了 20 分钟 。
1	【 小 Young 活动 】 # 暴走 一班 # 开学 在 即 ， 小样儿 开始 点名 啦 ！
2	而 这 两天 又 感觉 我 好像 是 可有可无 的 人   你 让 我 很 难 捉摸   够 了   真的 够 了
4	你妹 的 。 谁 叫 你 不来
0	@ 郑嘉颖 KC
0	再 过 一个 星期 ， 去 邻居家 扯 樱桃 啊 ， 那棵 树子 超级 大 啊 ， 消防车 躲 在 里面 的话 都 看不到 啊 ~   坐在 树上 吃 啊 ， 吃饱 了 再 下来 啊 ~
1	[ 3 ] [ 8 ] [ 3 ] [ 8 ] [ 3 ] [ 8 ] 节 女同胞 必须 快乐 男同胞 必须 服务到位 让 女同胞 更 快乐 更 幸福
1	我 的 节日 ， 我 也 是 父亲 啊 ！ ！
1	正 因为 她们 出色 的 实力 被 SM 选中 [ 嘻嘻 ]   训练 期间 在 # 少女时代 # 面前 她们 再次 演唱 了 《 The   Boys 》 。
1	我会 拉 着 你 的 手 ， 骄傲 的 在 朋友 们 面前 介绍 。
2	你 是 职业 运动员 ， 滑冰 是 你 的 工作 以及 你 挣钱 的 来源 ， 但 尼玛 郑允浩 他 不是 啊 ， 即使 他 对于 你 来说 名气 再 小 再 TM 只是 歌手 ， TM 他 也 是 日 单卖 了 25W 的 歌手 ， 他 来回 日 韩 坐飞机 跟 打 的 样 你 要 他 练习 ， 他 本来 胜负 欲 就 强 你 这话 一说 可好 ， 他会 难过 当然 你 不会 知道 ， 因为 你 不是 饭 ， 你 是 韩国 的 骄傲 ， 我们 这群 饭 也 只能 干着急
3	作业 没 写 不敢 去
1	一身 黑 西服 ， 一脸 的 严肃 ， 而且 很 有 圣诞 惊魂 夜里 骷髅 杰克 的 范儿 ！ [ 奥特曼 ]
4	/ / @ BRITOXIC - : 首先 那 男 的 真的 很丑   其次 就算 真的 再帅 你 也 不 应该 去 赞赏   连 愤怒 都 没有   尼玛 中国 人 的 血性 哪里 去 了
1	/ / @ 陪 着 公瑾 的 鱼片 : 680 了 ... 话 说 我 以前 喜欢 汽油味 ... ( 感觉 自己 好怪 OTZ
2	嘿嘿 ， 我 也 有 这个 疑问 。
1	经典 暴力 不用 吐槽 ~ ~ ~ 但 最 霸道 是 现场 解说 是 真 NB ！
0	把 肉丸子 和 黄油 + 辣椒面 ( 微辣 ) 一起 煮 , 然后 倒 进 摩洛哥 砂锅 里面 , 加辣 一点 的 辣椒 小火 接着 煮 ...
1	这个 有意思
0	同事 们 似乎 对 三八节 上班 该 如何 计算 绩效 感兴趣 。
3	她 的 离去 ， 我们 都 很 痛心 ， 难受 。 。 。 ！
0	/ / @ 出关 蓝 刷屏 进行 时 woonnie 中毒 中
0	《 [ MRET ] 111024 . SBS . 金昌 烈 的 Old   School . 金贤重 . 金奎钟 》   [ 视频 ] @ 土豆网 娱乐 ）
2	在 居然 之 家门口 成功 劝阻 了 一起 打架 事件 ， 唉 ， 不敢 动手 就别 叫 ， 你 来 撒 ， 你 要 偶该 咯 ， 看得 我 直急 ， 干脆 叫个 保安 劝 一下 吧 ， 丢人现眼
2	给 啊 , 你 现在 去 坐 啊 。 。
2	机构 和 干部 重视 微博 肯定 不能 是 政绩 指标 ， 他们 重视 微薄 有 多种 心态 ： 消除 误会 、 继续 行骗 、 想 说 真话 、 再编 假话 、 闷得慌 、 被 逼 的 。 。 。 等等 ！ ！
1	这 又 多 现实
4	真敢 说 ， 之前 看到 的 那个 视频 不是 在 把 车厢 推进 去 ？ 当 我们 都 是 瞎子 啊 ！
4	[ 抓狂 ] 想 打人 。 。 。
0	十个 奸商 九个 忙 ， 还有 一个 在 盖房 ；
5	但 这 一期 的 周迅 却 让 我 大大 惊艳 了 一把 ， 一系列 的 水泽 山林 冰川 湖泊 女神 ， 简直 让 我 不敢相信 这是 出自 芭莎 的 手笔 。
1	你 说 你 人品 爆发 不嘛 。
1	同学 从 澳洲 带来 的 鸸鹋 滋润霜 ， 真的 很 好 用 。
3	我 喜欢 张国荣 ， 跳楼 了 ；
3	如何是好 。 一夜 没睡 。
2	差到 不得了 。
2	何 小姐 , 就 请 你 把 白果 吃 到 饱 吧 .
3	我们 90 后迎 着 非典 上 小学 ，   踏着 禽流感 上 初中 ，   冒 着 甲流 上 高中 ，   现在 出来 社会 了 ，   又 说 2012 世界 未日 …
3	想减 都 减 不了 啊 ！ ！ ！ ！
0	后面 才 是 亮点 … …
1	铃声 和 短信 我 也 要 ！ ！ ！
3	这张 照片 在 网上 广泛 流传   当 这 两个 孩子 长大 之后 ，   能 用 什么 来 保证 他们 所 身处 的 两个 阶层 的 和睦相处 ？
1	乖乖 乖 等等 妹纸 我 请 你 次 安徽 料理 哈哈
2	自吹自擂 ， 报纸 跟着 闹 ， 脸不红 吗 ？
2	很 无耻 ！
4	辽宁省 锦州市 黑山县 工商行政管理局 不 作为 ， 上 到 局长 下 到 办公 人员 都 违法 办公 。
2	火星 新闻 ： 不是 撞死人 的 家属 来 哭 就是 杀人者 在 电视 上 哭 ， 哭 得 的 目的 是 免刑 或 减刑 。
2	別 再 看 電視 啦 ！
1	网络 恢复 喽 。 [ 兔子 ]
1	发型师 今天 又 说 我 胖 了 ， 今天 剪 了 可爱 的 学生 头 ， 就是 脸 大大的 ， 不好 ， 以后 我 尽量少 吃点 肉类 ， 要 保持 一个 完美 的 身材 ， 还有 不能 忘记 自己 的 老本行 ， 一定 要 加强 体育锻炼 。
1	永远 忘不了 这 一场   少时 九连 冠   应援 声给力   最后 得奖 的 时候 不管 谁家 的 饭 都 竖 着 大拇指   [ 泪流满面 ] [ 视频 ]
2	那些 是 炒作 的
0	这个 是 什么 时候 的 啊 ？
3	冇 啊 ， 好闷 好 闷 啊
1	你们 会 夸 我 心里 手巧 吗   我会 虚心接受 的 哈哈
1	我要 及 加班 老 ， 回来 聊 。
0	这 仨 位 是 去 哪 了 呀 。 。 。
1	即将 完工 的 银河 SOHO ， 给 东二环 增添 了 一道 亮丽 的 风景线 。
1	天气 回暖 ， 必须 求掉 肉 ！ ！ ！
0	但 就是 这么 差 的 基础设施 ， 印度 经济 却是 高 增长 ， 马车 跑 出 了 奔驰 的 速度 。
4	愤怒 ！ 这个 失主 一点 不 值得 同情 ！ 活该 丢钱
0	3 、 不识货 ， 半世 苦 ；
2	银行 让 本人 签 有 三联 修改 信息 的 名 ， 却 不 给 本人 属 客户 留底 的 那 一页 ， 中国银行 想 掩盖 什么 ！ ！
5	刚才 被 我 老妈 彻底 搞 癫疯 了 , 我 在 把 小 A 海报 摊 在 窗台上 , 老妈 看见 后 说 我 又 开始 收集 帅哥 海报 !
2	这 可是 中兴 为 TD 开发 的 第一款 智能手机 ， 总体 上 和 V880 类似 ， 但是 硬件 配置 要 低些 ， 还是 用 的 是 广受 批评 的 ophone 系统 ， 最 可笑 的 是 比 V880 还贵 了 那么 好 几百块 。
0	2011 - 06 - 29 ： 金价 1511 附近 了解 昨晚 1498 多单 。
4	就是 要 治愈 !
1	天 哪 ... 大 了 好多 哦
2	人民 B 说 ： 咬紧牙关 生产自救 ， 人定胜天 。
0	还 可以 吧 ， 你 昨天 去 印象 城 的 吧
0	修了尔康 吧 ， 找 那个 谁 。
1	我 是 爸爸 生 的   我 是 妈妈 生 的   哈哈   不免 是 人生 一大 乐事
2	雨 很大 ， 天色 很 暗 ， 仍然 有 一半 以上 的 车 不 开灯 。
3	这是 魔爪 么 … 我 快 热 死 了 …
3	今天下午 ， 宝山区 发生 重大 车祸 ， 一 公交车 与 蓝色 江淮 货车 相撞 ， 现场 惨不忍睹 。
0	他 ， 或者 他 。
0	该是 耐克 表现 伟大 的 时候 了 [ 泪 ]
1	亲 一直 俺们 被 着 哦
2	不 晓得 嘛 。 微博 首页 上 说 。
1	# 海飞丝 ? 实力 视界 # 哈哈 ， 人家 这么 闲情逸致 的 ， 干嘛 吓唬 人家 ~ ~ 淡定 老兄 一 抬头 就 HOLD 不住 鸟 … …
5	进入 已经 两年 了 啊 。 。 。
3	呜呜 … 我 也 想要 ！
1	那 拜拜 哎 。
1	真的 值得一看 ， 霆 锋 好样 的
0	5 月 13 日 联赛 全部 结束 。
0	一 记者 轻蔑 大喊 ： ＂ 是不是 当选 了 就 马上 觉得 可以 不理 记者 了 ？ ！
0	下雨 不慎 摔倒 ， 非 家暴 拉
2	哎 出题 的 自己 先张 张 知识 吧
1	我 相信 这是 允浩送 的 ！ ！ ！
0	/ / @ 那薇 :   我 属于 油菜花 。
5	唉   看 最新消息   不到 4 月 是 上市 不了 了   这么 晚上   美国 的 4g 市场 就 被 moto 抢光 了   三星 这次 杯具 了 。 。 。
2	你 说 那个 湖边 那条 路上 的 那家 吗 ？ 说 是 免费 的 ， 结果 我花 了 快 4000 块 那家 吗 ？
1	每次 宝贝 都 很帅 好看 死 了 而且 第一个 采访 每次 都 是 咱家 的 ！
0	你 这么 早就 爬起来 啦 ？ 昨天 没 趴下 嘛
0	不 都 不要 钱 啊
1	话 说 、 窃听 风云 ， 出二 了 、 已 在 香港 开机 ， 还有 近期 会上 档 的 爱情片 、 单身男女 、 好看 呀 么 好看 、 7 待 呀 么 7 待
1	欢迎 容妈 回归 ~
3	[ 泪 ]   我家 亲戚 和 朋友 们 都 联系 不上 了 … 。
3	找 姐夫 吗 扎个 西买 爱 疯 都 不 请客
1	得色 的 看 俺翔爷 扭 pp 去 [ 花心 ] ~ ~ ~ ~
4	公德心 喂狗 了 啊 !
1	手机 快 上市 了 ， 和 我 一样 受不了 电池 的 可以 换 它 ！
4	我要 回家 ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ [ 怒 ] [ 怒 ] [ 怒 ] [ 汽车 ] [ 汽车 ] [ 汽车 ] [ 飞机 ] [ 飞机 ] [ 飞机 ] [ 弱 ] [ 弱 ] [ 弱 ] [ 自行车 ] [ 自行车 ] [ 自行车 ]
0	理由 有 是 ： 一是 少年 阶段 ， 人为 分出 优劣 ， 不利 学生 成长 ；
5	再就是 越南 僧侣 的 社会教育 水平 之高 ， 据说 ， 越南 已有 获得 硕士学位 的 和尚 数百人 ， 博士 的 数十 人 。
1	个 牛 掰 人 ， 网神 威武 。
1	为了 去 日本 要 辞职 ？ 哈哈哈
2	一年 一年 周而复始 的 这样 踢 ， 一年 一年 周而复始 的 这样 判 ， 真 有点 看 恶心 了 ， 该 换换 编剧 换换 导演 了 ， 与时俱进 么 。
0	听日 你 2 个 陪 我 啊 。 。 。
1	帅翻 了 [ 心 ]   ！ ！ ！
1	""" 可 把 我 给 感动 坏 了 ， 一把 搂 她 在 怀里 一顿 狂亲 ."
2	为什么 每次 whyme 碰到 南航 都 要 出身 汗 呢 ！
1	真心 觉得 回转 企鹅 罐是 神番 啊 ！
1	哪天 去 你们 家蹭饭 ， 嘻嘻
2	一个 中国政法大学 教授 的 微博 就 这样 没有 任何理由 的 注销 了 ， 多么 的 讽刺 ！
1	越活 越 幸福 ！
0	快来 收图 了 啊 ！
1	以前 也 觉得 不靠 谱 ， 试过 才 知道 ~ 感觉 很 不错
5	双方 父母 目瞪口呆 , 沉默 了 许久 , 相亲 宴 在 4 句 话 6 个 字 后 变成 了 订婚宴 。
3	实在 是 佩服 ！
0	/ / @ 飘雪 情思 :   # 576 天声 一队 #   哈 喽
1	送上 一幅 爱丽丝 图给 大家 ~ 祝 大家 美梦成真 ！ ~ ? ?
2	你们 觉得 靠 谱 吗 ？
2	好 吧 ， 我 果然 改不掉
1	我 羡慕 嫉妒 恨 ！
3	如果 某 一天 ， 你 耳边 不再 有人 说烦 ， 讨厌 ；
0	爱是 不讲道理 的 ， 爱 是 不 公平 的 。
1	那 是 ， 吃 得 天昏地暗 的
0	意外 , 这 两天 都 没有 用 电脑
0	谁 会 害怕 失去 我 ？
0	你 都 5 想 放假 呢 ...
2	伤不起 阿 ， 要 我情 何以堪 ， 落班 了 话 明 把 你 的 猫头 砍掉 ， 第一 日 做 仅 三日 的 工作量 ， 第二日 做仅 两日 的 工作量 ， 极度 不满
4	你 删 哎 你 再 删 哎 屌 呆 逼 才 骂 你 两句 就 怂 啦 你 刚刚 不是 蛮 坚挺 的 嘛 你 不是 骂 我 贱人 嘛 还有 其他 词 了 吗 我 很 想 听 来 啊
0	我 说 这 油墨味 太重 了 。
2	可能 你 讲 过 算数 ， 但 有人 讲过 唔 算数 哩个 系 事实 啊
3	小菡 菡 好 高兴 的 ， 不停 地 叫 我 和 他 爸爸 ， 看着 我俩 ， 让 我 心里 怪 难受 的
4	我 真想 海扁 他 一顿 ! ! !
0	某人 ， 下次 再 惹 我 生气 拿 这个 来 见 我 …
3	我 披 着 多少 口水 、 顶 着 多少 谩骂 、 当 过 多少 次 猪狗 、 做过 多少 次脑 残 、 忍着 多少 次明嘲 暗讽 、 连累 我 挚爱 的 爹娘 受过 多少 次 侮辱 ， 才能 在 这 假装 没事 的 和 你们 谈笑风生 啊 。
1	在 姑姑 那边 读书 两年 我 学会 了 四川话 ， 如今 爸妈 让 我 到 姥姥 那边 读书 ， 还 得 学说 广东话 哈 。
1	她 抬头 看 了 下 又 笑 了 。
3	怎么 到家 都 模糊 了 直接 失意
1	所以 希望 知情 的 好心人 能够 提供 一些 帮助 ， 谢谢 ！
0	艾在 工作 ， 我 一个 人去 了 总统府 ， 仿佛 经历 从 清末 到 民国 的 时空 穿行 。
1	相信 自己 ！ ！ ！
1	身上 没有 一处 不圆 ， 皮肤 让 肉 撑 得 又 白 又 细 。
0	你 咋 上 了 非空 的 车 了 呢 。 。 。
0	我 舍不得 换 了 红毛 ， 我 到底 要 不要 换个 另外 的 红毛 …
1	义愤填膺 啊 ， 亲 ~ ~
2	你 乱 停车 了 啊
3	我 太 需要 出去 散散心 了 。
3	如果 ， 都 没有 开口 ， 那 就 只有 带 遗憾 独自 离开 。
0	今天 回 广州 的 路上 ， 他 对 我 说 ， 十分 敬佩 能够 跟 我们 躺 在 一张 床上 睡觉 的 女人 ， 他 说 昨夜 他 起夜 无数 ， 我 的 呼噜 以 成倍 的 音律 往上升 ， 搞 的 他 很 难 入睡 ！
0	这 是 个 什么 情况 。 。
1	全世界 的 J 迷 都 好 给 力 ！ ！
0	抹 不 去 的 ， 是 幽幽 萦绕 的 孤单 ；
0	陈 总是 个 有 责任感 ， 有 担当 的 人 。
1	呵呵 ~ 给力 年 ~ 香橙 陪 你 一起 给力 2011 !
1	恩 。 。 。
4	号称 一见钟情 了 谁 谁 ， 上 完床 后 马上 以 性格不合 分手 ： 我 呸 。
1	已经 零点 过去 了 ， 现在 就是 国庆节 咯 ~ ~ ~
2	如果 一个 女人 ， 不进 厨房 ， 不 做 家务 ， 不 体贴 别人 ， 一味 地 索取 ， 各种 品牌 倒背如流 ， 文学 、 历史 、 国事 无一 过问 ， 成天 嚷嚷 着 生病 难过 要 减肥 却 懒得 运动 ， 除了 泡沫 剧 和 吃喝玩乐 打扮 ， 一点 爱好 也 没有 ， 还 没赚 一分钱 就 开始 闭着 眼睛 扯 Gucci 、 Chanel 、 LV ， 幻想 找个 高帅富 ， 这样 的 女人 基本上 也 是 个 废物
1	更 悲摧 的 是 ， 一段 五百米 的 距离 走 了 已经 超 起步价 。
1	在 今天 公布 的 C - NCAP 广汽传祺 在 6 款车 中以 48.8 分 排名 第一 ， 远超 45 分 的 五星 碰撞 水平 ， 在 C - NCAP 历史 上 得分 排名 第五 ， 也 是 中国 自主 品牌 第一 得分 ， 超过 了 华晨 宝马 、 奥迪 A6 、 北京 奔驰 等等 。
1	我 也 想 问 为什么 啊 为什么 啊 ！ ！ ！
1	杂志 没用 这 两个 造型 ， 可是 我 很 稀饭 ： ) 我 还 从来 没 穿过 这么 严肃 上班 的 衣服 那 。
3	拜托 我 打 了 的 好 不
1	就 这么 活着 俩 字 真实 !
4	彻底 无 语 ！
0	健康 是 最好 滴 柴夫
0	10 元 学生票 （ 13 、 14 台 ） 在 9 号 看台 对面 售票点 ， 5 元中 、 高 考生 特惠 票 （ 3 、 4 台 ） 在 18 看台 亚泰 足球 售票处 窗口 销售 。
0	一向 颇具 亲和力 的 TVB 小生 林峰 在 穿着 上 非常 青睐 轻松 随意 又 颇具 独特 魅力 的 风格 ， Wrangler 所 代表 的 独立精神 特别 适合 热爱 自由 的 他 。
1	亲 ， 等 着 吧
1	呃 ， 你 来 广元 我 请 你 没 问题 …
3	对不起 ~
3	夜半 无人 私语 时 ， 又 一次 理解 了 生命 的 孤独 ；
3	我 吃药 了 的 ， 应该 没事 了 ， 姐妹
1	这个 可耐 的 萌 店主 ， 还有 那 手工 绘制 的 萌图 T恤 ， 夏天 穿着 出去 是不是 很 不 一样 啊 ！
0	航空 美食 ？
3	唉 ， 你 话 你 浪费 左 几多 时间 ， 你 早就 应该 好好学 啦
2	不怕 不怕 . 刚够 饱
1	3 月 4 日 真是 个 好日子   可以 丢 3 落 4   可以 挑 3 拣 4   可以 说 3 道 4   可以 颠 3 倒 4 ， 最 关键 还 可以 勾 3 搭 4   朝 3 暮 4   还 可以 不 3 不 4
0	面对 你 又 努力 表现 大 男子 气概 ， 又 想 耍 小孩子 脾气 。
0	出演 包括 2PM 、 TVXQ 、 BEAST 、 CNBlue 、 MBLAQ 、 FTisland 、 2AM 、 SG   Wannabe 、 NORAZO 、 少女时代 、   WONDER   GIRLS 、 T - ARA 、 AFTERSCHOOL 、 SECRET 、 SISTAR 、 4MINUTE 、 BROWN   EYED   GIRLS 、 MISS   A ~   陆续 可能 有 新加坡 和 大马 站
1	我 作古正经 的 当 亲姨哒 ～
4	那些 护工 应该 杀 千刀 。 。
1	蕾丝 花边 很漂亮 [ 兔子 ]
0	5 . 善良 就是 别人 挨饿 时 ， 我 吃 肉 不 吧唧 嘴 。
1	可以 想像得到 ， 你 有 花 一样 美丽 的 容颜 与 心灵 。
1	不要 不 开心 ， 不要 倦怠 。 。 [ 害羞 ] [ 害羞 ] 一起 开开心心 迎接 晚饭 吧 [ 挤眼 ] [ 挤眼 ] ~ ~ 全场 高清 完整版 。 。 。
3	这 两天 肠胃 很 奇怪 ， 昨天 也 拉 了 好 几次
1	哈哈 ， 我刚 好吃 吃 你
1	馋 死 我 了 。 我 一个 人 就 能 解决 ！
1	好强 的 女性 通常 也 极其 优秀 ， 她们 性格 独立 磊落 ， 能 吃苦 ， 不 流泪 ， 容易 被 男人 利用 ， 往往 打落 牙齿 和 血 吞 ， 与 她们 交往 最 放心 。
1	[ 爱 你 ] [ 爱 你 ] [ 爱 你 ] 等 你们 ， 不见不散 ！ [ 嘻嘻 ] [ 嘻嘻 ]
1	/ / @ 我家 露台 阿驰 : 如果说 念念不忘 想 再次 重游 的 地方 我选 新疆 吧 ，
0	有些 球队 的 比赛 ， 是 在 体育场 的 外场 进行 的 ， 看着 跟 对抗 训练 差不多 。
2	晚上 还 得 去 刷 老大 的 照片 打印 论文 复印 证书 ！
1	大 武生 新 出来 的 海报 真 好看 啊 真 好看 ！
3	你 怕 是 叫 漏 了 人 呀 ~
4	文县 的 政府 一帮 王八 ， 真 TMD 的 不是 东西 。
2	鉴于 干 露露 的 出现 ， 我 觉得 将 北京 汽车展 改名 为 北京 气囊 展 更为 妥贴 。
1	我 爱 BALI ， 我 爱 SPA 。 。 。
1	万州 遇见 的 。 本来 说 带 瓶 回来 纪念 的 ， 忘 了 。
0	4 . 朋友 就是 把 你 看透 了 还 能 喜欢 你 的 人 ；
0	诶 ？ ！
1	梦游 啦 ， 呵呵 ， 我 又 梦见 了 ， 好烦
2	干嘛 这 表情
3	想 哭 …
0	当属 绿色 健身 大道 啊 。
1	去 去 去 、 你 来 我 面前 和 我 说 说 、 看 我 挠 不挠 你 痒痒 ~
1	使劲 晃晃 ， 猛然 醒 了 ， 原来 这 两年 都 是 一个 梦 ， 多好 。
4	我 就 在 你 隔壁 ， 广州 恒大
1	哇 ！ 我 问问 别人
2	水笔 很 坑 爹 有 木有 ！
1	哈哈 你 不是 一样 吗 ？
0	果不其然 ， 近日 各 地方 报纸 纷纷 刊载 《 “ 第一 公子 ” 7 岁 已 从政 》   看来 ， 中国 权贵 剥削阶级 擅长 此道 啊 ~
1	这话 听 着 就 亲切 ， 哈哈 ， 席宴 必备 ， 我爸 做 的 很 好吃
3	牧民 受宠若惊 ， 不知所措 。
2	整点 用用 的 措施 不行 吗 ？
1	难得 看见 你 感性 一把
2	以后 皮鞋 破 了 可别 扔 , 自己 煮 煮 吃 了 .
0	你 不用 低头 ， 趴下 就行
1	呀 达 我 睡醒 了 ~
4	尼玛 黑屏 了 还 在 唱歌 ！
0	老 啦 ， 年纪 大 啦
4	我 不 知道 是 哪个 媒体 的 朋友 给 的 ， 但 希望 你们 全家 子子孙孙 永远 用 西门子 电器 。
4	谁 知道 人力资源 老大 的 联系方式 ， 我 必须 投诉 他 。
3	阿森纳 运气 总 这么 差
1	我 今天 八点 被 我们 家 老爷 弄 起来 了 ...
1	推荐 一部 有趣 的 电视剧 ( 丈母娘 来 了 ) ， 原 小说 作者 ， 编剧 @ SMG 尚世 影业
1	我 的 节日 ， 我 也 是 父亲 啊 ！ ！
1	好 哦 好 啊
3	记忆 的 闸门 打开 ， 无数 的 画面 涌 来 ， 此时此刻 ， 我 是 多么 的 想念 你们 。
1	再次 感谢 大家 ！
2	那个 宣传 安全 三角区 谣言 的 人 活该 被 震 死 ！ ！ ！
3	比 我 好 很多 。 。 。
2	你 已经 打着 佛家 的 旗号 得到 了 太 多 你 不该 有 的 东西 了 ， 你 说 你 该 戒 的 全戒 了 ， 如今 你 也 该 知道 你 该 犯 的 全犯 了 ！
2	拍个 这么 硬 的 硬 广 还 可以 主旋律 得 很 优美 地 歌颂 一下 家乡 ， 真 嗲 。
1	行 啊 你 来 了 我 就 走 哈哈哈
2	是 啊 还 生拉硬扯 的 说 是 旺旺 长大 了 。 。 。 哈哈
3	一言难尽 都 在 酒里 啊 出来 陪爷 喝杯 酒吧 小妞
2	今天 985 车子 很 是 可以 ， 车子 开 的 慢人 又 多害 的 我 没 睡觉 。
5	【 震惊 ！
1	郭总 搞 公益事业 啊 ？ 哈哈
1	/ / @ BTV 收藏 秀 : 很 好看 哦 ~ ~ [ 嘻嘻 ]
3	@ 抹 茶星 冰乐 top1 你 对 了 ， 我 现在 知道 下雨 有 多 讨厌 了 ， 郁闷 ， 因为 下雨 现在 都还没 飞 啊 ！ ！
1	加上 老妈 靓汤 ， 此生 夫复 何求 ！ ！
1	然后 发现 12 个 男 的 里 还是 最 喜欢 巨蟹座 ， 我 再 SHIT 。 。 。 。 。 。
2	甘体 唔 到 了
3	悲 催 的 发现 左边 脸 被 咬 肿 了 ， 直接 导致 左眼 变成 一条 缝 。
0	一起 呼吁 吧 ！
1	第三个 奖 揭晓 了 ， 也 是 第一个 演员 类 奖项 ， 最佳 女配角 ： melissaleo 《 斗士 》 ， 又 猜 对 一个 ！ ！
1	本怕 家中 事会 影响 工作 ， 没想到   工作 中 的 你 依旧 帅气 ， 自信 ， 给 大家 带上来 欢乐 ， 加油 吧 ！
5	额 · · · 小刀 这 是 你 妹 ？
0	今天 新闻联播 报道 说 ， 我国 自主 研发 的 4G 技术 TD - LTE 的 速率 是 现在 3G 的 10 倍 ， 现在 3G - TD 是 2M ， 4GTD 就是 20M 吗 ?
0	@ 黑匣子 陈廖宇   您 觉得 呢 ？
3	你 不 知道 当 我 走过 那 最后 一道 门 ， 流下 浊泪 。
1	我 老板 肯定 厉害 。 。 你 是 娘们 你 是 不会 懂 的 。
1	不是 你 ~ ~ 哈哈哈
1	@ 张亢 亢亢   @ 小涵 妹儿   好 ！ [ 鼓掌 ]
0	难忘 各位 :   鼎鼎 鼎鼎 鼎鼎 啊 ! ! ! [ good ]
0	不然 一定 南浦大桥 的
